ID	DataSet	Text	Off	Slur	Nom	Dist	Cat
D-1090	D	&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2	N	N	N	N	nonNone
D-1092	D	&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot	N	N	N	N	nonNone
M-1103	M	It is said best when she is described as braver, more independent, and less focused on finding a husband than other female Disney characters.(	N	N	N	N	nonNone
D-1111	D	&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;	N	N	N	N	nonNone
D-1115	D	&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.	N	N	N	N	nonNone
D-1117	D	&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;	N	N	N	N	nonNone
D-1126	D	&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me	N	N	N	N	nonNone
D-1138	D	&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk	N	N	N	N	nonNone
D-1141	D	&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha	N	N	N	N	nonNone
D-1194	D	&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree	N	N	N	N	nonNone
D-1227	D	&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???	N	N	N	N	nonNone
D-1233	D	&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;	N	N	N	N	nonNone
D-1268	D	&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;  Uighur Jihadis: they're not just a PRC tool.	N	N	N	N	nonNone
D-1325	D	&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!	N	N	N	N	nonNone
D-1326	D	&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.	N	N	N	N	nonNone
D-1337	D	&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?	N	N	N	N	nonNone
D-1348	D	&#8220;@Iifetip: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.	N	N	N	N	nonNone
D-1349	D	&#8220;@ImToBlame: Bruh RT @PriscoCBS: Trent took the yellow path http://t.co/1XxGuKtjp8&#8221;&#128514;&#128514;&#128514;&#128514;	N	N	N	N	nonNone
D-1372	D	&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha	N	N	N	N	nonNone
D-1390	D	&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD	N	N	N	N	nonNone
D-1398	D	&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.	N	N	N	N	nonNone
D-1434	D	&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh	N	N	N	N	nonNone
D-1452	D	&#8220;@MomMeMustHaves: MMMH Daily is out! http://t.co/bPtRtXcel0 Stories via @KristinCruz&#8221; @ExMoShow #yellow is IN! &amp; @romyraves luv the bling!	N	N	N	N	nonNone
D-1499	D	&#8220;@PrayForJack I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that	N	N	N	N	nonNone
D-1527	D	&#8220;@RudeNation21: When girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the AX beanieS &#128530;&#8221;I don't let them take it	N	N	N	N	nonNone
D-1543	D	&#8220;@SarabiaErik: I just accidentally ate a pot brownie. I guess there goes my pledge of being drug free for life . lolz .&#8221; Lmao #College	N	N	N	N	nonNone
D-1578	D	&#8220;@TWOLVEGIRL: I find myself wanting to google "the yellow king" #TrueDetective&#8221; No kidding! What is going on?	N	N	N	N	nonNone
D-1617	D	&#8220;@TryHardSilva: Quote this with a weezy verse" I'm a diamond in the rough like a baby in the trash	N	N	N	N	nonNone
D-1650	D	&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;  THE BAMBINO IS WATCHING!	N	N	N	N	nonNone
D-1651	D	&#8220;@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away , gas can !	N	N	N	N	nonNone
D-1652	D	&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades	N	N	N	N	nonNone
D-1655	D	&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;	N	N	N	N	nonNone
D-1731	D	&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?	N	N	N	N	nonNone
D-1745	D	&#8220;@butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;	N	N	N	N	nonNone
D-1763	D	&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers	N	N	N	N	nonNone
D-1805	D	&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization	N	N	N	N	nonNone
D-1813	D	&#8220;@iCARLEYBBY: &#8220;@DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;	N	N	N	N	nonNone
D-1825	D	&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;  Dis be like da colored Brady Bunch	N	N	N	N	nonNone
D-1842	D	&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt	N	N	N	N	nonNone
D-1872	D	&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those "Rose(ie) colored glasses off	N	N	N	N	nonNone
D-1877	D	RT @TweetLikeAGirI: when other girls wear beanies they look cute & stylish but when i wear them i look like a member of a drug cartel who s...	N	N	N	N	nonNone
D-1907	D	&#8220;@nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon	N	N	N	N	nonNone
D-1949	D	&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.	N	N	N	N	nonNone
D-1963	D	&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie	N	N	N	N	nonNone
D-1972	D	&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now	N	N	N	N	nonNone
D-1991	D	&#8220;@wizkhalifa: On the east coast there's colored hair everywhere.     This must be the sweetest wave ever.&#8221; @LayaFace	N	N	N	N	nonNone
D-2050	D	&lt;&lt;&lt;when it's yellow outside	N	N	N	N	nonNone
D-2170	D	2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork	N	N	N	N	nonNone
D-2176	D	Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S	N	N	N	N	nonNone
D-2179	D	(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)	N	N	N	N	nonNone
D-2180	D	(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.	N	N	N	N	nonNone
D-2182	D	(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397	N	N	N	N	nonNone
D-2188	D	*Searches my yellow pages app for the nearest Jack In The Box*	N	N	N	N	nonNone
D-2202	D	*rubs hands like bird man	N	N	N	N	nonNone
D-2205	D	*waits for Fanduel to hit me with the jig*	N	N	N	N	nonNone
D-2224	D	.@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces	N	N	N	N	nonNone
D-2225	D	.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA	N	N	N	N	nonNone
D-2227	D	.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.	N	N	N	N	nonNone
D-2229	D	.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	N	N	N	N	nonNone
D-2231	D	.@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact  &#8853;http://t.co/DJgs6rGdfV	N	N	N	N	nonNone
D-2233	D	.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!	N	N	N	N	nonNone
D-2234	D	.@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...	N	N	N	N	nonNone
D-2236	D	.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know	N	N	N	N	nonNone
D-2247	D	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	N	N	N	N	nonNone
D-2268	D	1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG	N	N	N	N	nonNone
D-2271	D	2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers	N	N	N	N	nonNone
D-2272	D	2 adult human skulls found in trash http://t.co/VcsNP9ejV9	N	N	N	N	nonNone
D-2284	D	22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??	N	N	N	N	nonNone
D-2301	D	4&#8419;2&#8419;0&#8419;    moke up	N	N	N	N	nonNone
D-2306	D	5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol	N	N	N	N	nonNone
D-2308	D	5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!	N	N	N	N	nonNone
D-2310	D	5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.  #crazycats http://t.co/A5ZBVDXapx	N	N	N	N	nonNone
D-2321	D	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF	N	N	N	N	nonNone
D-2322	D	85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT	N	N	N	N	nonNone
D-2325	D	93 feature car    1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9	N	N	N	N	nonNone
D-2346	D	@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	N	N	N	N	nonNone
D-2351	D	@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.	N	N	N	N	nonNone
D-2353	D	@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus	N	N	N	N	nonNone
D-2354	D	@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating	N	N	N	N	nonNone
D-2393	D	@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day	N	N	N	N	nonNone
D-2394	D	@ACMobbDeep @madsbennett yeah I run over squirrels and coons	N	N	N	N	nonNone
D-2398	D	@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;	N	N	N	N	nonNone
D-2421	D	@ActaBunniFooFoo I like my gross yellow heat lamps. Why?	N	N	N	N	nonNone
D-2423	D	@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue	N	N	N	N	nonNone
D-2426	D	@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner	N	N	N	N	nonNone
D-2434	D	@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!	N	N	N	N	nonNone
D-2448	D	@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)	N	N	N	N	nonNone
D-2465	D	@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are	N	N	N	N	nonNone
D-2466	D	@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore	N	N	N	N	nonNone
D-2477	D	@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)	N	N	N	N	nonNone
D-2488	D	@AmosPOrr Congrats Amos! :)	N	N	N	N	nonNone
D-2497	D	@AndrewTaran That's a nice color combo too, love the blue and yellow.	N	N	N	N	nonNone
D-2499	D	@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.	N	N	N	N	nonNone
D-2517	D	@Ants_SNEweather Well you got to see pom-pom Pete	N	N	N	N	nonNone
D-2543	D	@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC	N	N	N	N	nonNone
D-2549	D	@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction	N	N	N	N	nonNone
D-2550	D	@AustinBurge44 either way both schools are trash &#128521;	N	N	N	N	nonNone
D-2558	D	@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!	N	N	N	N	nonNone
D-2561	D	@Verdius He's considered a misogynist by them.	N	N	N	N	nonNone
D-2583	D	@BNightengale @FeinsandNYDN Time for Ranger scouts to head out and watch some Yankee prospects. #rangers	N	N	N	N	nonNone
D-2606	D	@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol	N	N	N	N	nonNone
D-2608b	D	RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;	N	N	N	N	nonNone
D-2621	D	@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em	N	N	N	N	nonNone
D-2645	D	@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers	N	N	N	N	nonNone
D-2658	D	@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8	N	N	N	N	nonNone
D-2678	D	@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?	N	N	N	N	nonNone
D-2688	D	@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after	N	N	N	N	nonNone
D-2711	D	@Bombfantasyyy pearl jam: yellow Ledbetter&gt;	N	N	N	N	nonNone
D-2712	D	@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.	N	N	N	N	nonNone
D-2713	D	@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke	N	N	N	N	nonNone
