COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
78	D	M-71	now thats a start but the fact remains that gays can easily change their sexuality, many gays have done it, there are plenty of ex-gay stories and if a person is truly committed to doing so they can, sexuality isnt set in stone, it can easily be changed.	Y	N	Y	Y
78	E	M-71	now thats a start but the fact remains that gays can easily change their sexuality, many gays have done it, there are plenty of ex-gay stories and if a person is truly committed to doing so they can, sexuality isnt set in stone, it can easily be changed.	Y	N	Y	N
79	A	M-73	Its despicable and now treatments for gays to turn them straight are being banned.	N	N	Y	N
79	D	M-73	Its despicable and now treatments for gays to turn them straight are being banned.	Y	N	Y	Y
79	E	M-73	Its despicable and now treatments for gays to turn them straight are being banned.	Y	N	Y	N
80	A	M-74	and i 100% agree gays shouldnt adopt, it only brainwashes the child into believing their lifestyle is okay, which it isnt and being raised under gays, they will come out another sheep prodded by them to defend them against logic and legitimate facts.	N	N	Y	N
80	D	M-74	and i 100% agree gays shouldnt adopt, it only brainwashes the child into believing their lifestyle is okay, which it isnt and being raised under gays, they will come out another sheep prodded by them to defend them against logic and legitimate facts.	Y	N	Y	N
80	E	M-74	and i 100% agree gays shouldnt adopt, it only brainwashes the child into believing their lifestyle is okay, which it isnt and being raised under gays, they will come out another sheep prodded by them to defend them against logic and legitimate facts.	Y	N	Y	Y
81	A	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	Y	N	Y	N
81	B	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	Y	N	Y	N
81	C	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	Y	N	Y	N
81	C	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	Y	N	Y	N
81	D	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	N	N	N	Y
81	F	M-79	imagine not having 3 devices to watch football, the debate, and wwe lmao bunch of poors	Y	N	Y	N
82	A	D-81a	"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..	Y	Y	Y	N
82	B	D-81a	"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..	Y	Y	Y	N
82	D	D-81a	"@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee" but niggas act like bitches..	Y	Y	Y	N
83	A	M-81b	Gays everyday who wish to become straight and require treatment are told to "accept themselves" and "be proud" that is sickening, would you tell a cancer patient to accept themselves and be proud of their condition?	N	N	Y	N
83	B	M-81b	Gays everyday who wish to become straight and require treatment are told to "accept themselves" and "be proud" that is sickening, would you tell a cancer patient to accept themselves and be proud of their condition?	Y	N	Y	N
83	C	M-81b	Gays everyday who wish to become straight and require treatment are told to "accept themselves" and "be proud" that is sickening, would you tell a cancer patient to accept themselves and be proud of their condition?	Y	N	Y	N
84	A	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	Y	N	Y	Y
84	B	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	Y	N	Y	N
84	C	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	Y	N	Y	N
84	C	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	N	N	Y	N
84	D	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	Y	N	Y	Y
84	F	M-82a	Republican thinks poors and meek r stupid, should forever b working 4 them.they want us to pay more tax n they can use the facilities free	Y	N	Y	N
85	A	M-82b	Why force gays who want to change to sit down and learn to accept themselves?	N	N	Y	N
85	D	M-82b	Why force gays who want to change to sit down and learn to accept themselves?	N	N	Y	N
85	E	M-82b	Why force gays who want to change to sit down and learn to accept themselves?	Y	N	Y	N
86	A	M-83	Many have infact, science itself will never definitively prove gays are genetic because they arnt now deal with this truth.	N	N	Y	N
86	D	M-83	Many have infact, science itself will never definitively prove gays are genetic because they arnt now deal with this truth.	Y	N	N	Y
86	E	M-83	Many have infact, science itself will never definitively prove gays are genetic because they arnt now deal with this truth.	N	N	Y	N
87	A	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	Y	N	Y	Y
87	B	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	N	N	N	N
87	C	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	Y	N	Y	N
87	C	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	Y	N	Y	N
87	D	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	Y	N	Y	N
87	F	M-84	Miami so gross.. All of em.. Fans are the worst wal mart poors ever	Y	N	Y	N
88	A	D-85	"@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer" gaywad	Y	Y	Y	N
88	C	D-85	"@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer" gaywad	Y	Y	Y	N
88	D	D-85	"@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer" gaywad	N	Y	N	N
89	B	M-85b	Gays have been treated like trash through out history and until these last few years it's been bashing gays for no good reason at all.	N	N	Y	N
89	E	M-85b	Gays have been treated like trash through out history and until these last few years it's been bashing gays for no good reason at all.	N	N	Y	N
89	F	M-85b	Gays have been treated like trash through out history and until these last few years it's been bashing gays for no good reason at all.	N	N	Y	N
90	A	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	Y	Y	N
90	B	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	N	Y	N
90	C	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	N	Y	Y
90	C	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	N	Y	N
90	D	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	N	Y	Y
90	F	M-85c	The other half shop-lifts at Walmart. Poors are why everything costs so much nowadays. Gotta pay for losses due to thefts and entitlements. So blame yourselves for not being able to afford shit.	Y	N	Y	N
91	B	M-87	Fuck no! You are equating the gays stupid call to arms as an equal to what the blacks suffered.	Y	Y	Y	N
91	E	M-87	Fuck no! You are equating the gays stupid call to arms as an equal to what the blacks suffered.	Y	N	Y	N
91	F	M-87	Fuck no! You are equating the gays stupid call to arms as an equal to what the blacks suffered.	Y	N	Y	N
92	C	D-90	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican	Y	Y	Y	N
92	E	D-90	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican	Y	Y	N	Y
92	F	D-90	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican	Y	Y	N	N
93	A	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	Y	Y	N
93	B	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	N	Y	N
93	C	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	N	Y	N
93	C	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	N	Y	N
93	D	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	N	Y	Y
93	F	M-91	dear god no I only sit with poors in the playoffs because they jacked our regular seats for MLB comps.	Y	N	Y	N
93	A	M-91	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
94	B	M-92	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
94	C	M-92	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
94	C	M-92	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
94	D	M-92	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
94	F	M-92	Lol. Honestly classic T, bunch of poors that don't know how to act	Y	N	Y	N
95	A	D-95	"@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas" you better start looting my nig	N	Y	Y	N
95	B	D-95	"@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas" you better start looting my nig	N	Y	Y	N
95	D	D-95	"@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas" you better start looting my nig	N	Y	N	N
96	A	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	Y
96	B	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	Y
96	C	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	N
96	C	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	N
96	D	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	N
96	F	M-97	Any American citizen killed by an illegal is enough to deport all and build a wall!	Y	N	Y	Y
97	B	M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
97	E	M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
97	F	M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
98	A	M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	N	N	Y	N
98	B	M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	Y	N	Y	Y
98	D	M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	Y	N	Y	Y
99	B	M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
99	E	M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
99	F	M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
